order_item_id,order_id,product_id,quantity,line_total
OI0000581,ORD000581,PRD00108,2,273.16
OI0000582,ORD000582,PRD00115,5,1194.5
OI0000583,ORD000583,PRD00002,4,843.8
OI0000584,ORD000584,PRD00009,2,21.94
OI0000585,ORD000585,PRD00016,2,119.32
OI0000586,ORD000586,PRD00023,3,356.73
OI0000587,ORD000587,PRD00030,5,933.55
OI0000588,ORD000588,PRD00037,1,135.81
OI0000589,ORD000589,PRD00044,5,686.75
OI0000590,ORD000590,PRD00051,1,6.11
OI0000591,ORD000591,PRD00058,4,943.44
OI0000592,ORD000592,PRD00065,4,180.48
OI0000593,ORD000593,PRD00072,3,670.05
OI0000594,ORD000594,PRD00079,3,708.69
OI0000595,ORD000595,PRD00086,3,671.16
OI0000596,ORD000596,PRD00093,3,254.52
OI0000597,ORD000597,PRD00100,3,45.66
OI0000598,ORD000598,PRD00107,3,234.15
OI0000599,ORD000599,PRD00114,3,321.96
OI0000600,ORD000600,PRD00001,2,372.7
OI0000601,ORD000601,PRD00008,1,95.96
OI0000602,ORD000602,PRD00015,4,417.04
OI0000603,ORD000603,PRD00022,3,64.08
OI0000604,ORD000604,PRD00029,3,561.48
OI0000605,ORD000605,PRD00036,4,261.76
OI0000606,ORD000606,PRD00043,1,99.41
OI0000607,ORD000607,PRD00050,3,199.5
OI0000608,ORD000608,PRD00057,2,464.66
OI0000609,ORD000609,PRD00064,4,697.52
OI0000610,ORD000610,PRD00071,3,472.92
OI0000611,ORD000611,PRD00078,1,154.5
OI0000612,ORD000612,PRD00085,5,837.8
OI0000613,ORD000613,PRD00092,1,130.66
OI0000614,ORD000614,PRD00099,1,66.04
OI0000615,ORD000615,PRD00106,4,232.68
OI0000616,ORD000616,PRD00113,4,278.52
OI0000617,ORD000617,PRD00120,2,20.82
OI0000618,ORD000618,PRD00007,5,446.1
OI0000619,ORD000619,PRD00014,1,215.52
OI0000620,ORD000620,PRD00021,1,247.84
OI0000621,ORD000621,PRD00028,1,147.67
OI0000622,ORD000622,PRD00035,1,235.03
OI0000623,ORD000623,PRD00042,1,28.46
OI0000624,ORD000624,PRD00049,1,166.14
OI0000625,ORD000625,PRD00056,5,263.3
OI0000626,ORD000626,PRD00063,4,895.16
OI0000627,ORD000627,PRD00070,3,229.65
OI0000628,ORD000628,PRD00077,5,57.4
OI0000629,ORD000629,PRD00084,4,274.76
OI0000630,ORD000630,PRD00091,2,88.28
OI0000631,ORD000631,PRD00098,1,225.94
OI0000632,ORD000632,PRD00105,1,63.27
OI0000633,ORD000633,PRD00112,1,126.37
OI0000634,ORD000634,PRD00119,2,117.68
OI0000635,ORD000635,PRD00006,5,676.7
OI0000636,ORD000636,PRD00013,1,75.79
OI0000637,ORD000637,PRD00020,1,247.15
OI0000638,ORD000638,PRD00027,2,385.86
OI0000639,ORD000639,PRD00034,3,470.82
OI0000640,ORD000640,PRD00041,1,172.43
OI0000641,ORD000641,PRD00048,5,1173.05
OI0000642,ORD000642,PRD00055,1,199.34
OI0000643,ORD000643,PRD00062,2,458.96
OI0000644,ORD000644,PRD00069,4,316.12
OI0000645,ORD000645,PRD00076,4,366.28
OI0000646,ORD000646,PRD00083,2,242.44
OI0000647,ORD000647,PRD00090,1,211.58
OI0000648,ORD000648,PRD00097,3,621.0
OI0000649,ORD000649,PRD00104,2,333.08
OI0000650,ORD000650,PRD00111,3,373.65
OI0000651,ORD000651,PRD00118,2,430.52
OI0000652,ORD000652,PRD00005,4,635.76
OI0000653,ORD000653,PRD00012,5,321.05
OI0000654,ORD000654,PRD00019,1,15.68
OI0000655,ORD000655,PRD00026,4,382.12
OI0000656,ORD000656,PRD00033,5,651.1
OI0000657,ORD000657,PRD00040,5,78.85
OI0000658,ORD000658,PRD00047,4,382.84
OI0000659,ORD000659,PRD00054,2,216.3
OI0000660,ORD000660,PRD00061,2,27.56
OI0000661,ORD000661,PRD00068,1,121.14
OI0000662,ORD000662,PRD00075,2,470.74
OI0000663,ORD000663,PRD00082,4,622.48
OI0000664,ORD000664,PRD00089,4,465.04
OI0000665,ORD000665,PRD00096,3,387.69
OI0000666,ORD000666,PRD00103,3,253.65
OI0000667,ORD000667,PRD00110,5,214.9
OI0000668,ORD000668,PRD00117,2,416.86
OI0000669,ORD000669,PRD00004,5,1059.65
OI0000670,ORD000670,PRD00011,4,915.88
OI0000671,ORD000671,PRD00018,2,25.96
OI0000672,ORD000672,PRD00025,1,244.28
OI0000673,ORD000673,PRD00032,3,643.11
OI0000674,ORD000674,PRD00039,5,1140.55
OI0000675,ORD000675,PRD00046,2,290.46
OI0000676,ORD000676,PRD00053,3,273.72
OI0000677,ORD000677,PRD00060,4,795.56
OI0000678,ORD000678,PRD00067,3,125.82
OI0000679,ORD000679,PRD00074,1,240.96
OI0000680,ORD000680,PRD00081,2,171.94
OI0000681,ORD000681,PRD00088,5,536.05
OI0000682,ORD000682,PRD00095,3,705.81
OI0000683,ORD000683,PRD00102,4,535.88
OI0000684,ORD000684,PRD00109,2,64.68
OI0000685,ORD000685,PRD00116,2,89.06
OI0000686,ORD000686,PRD00003,2,90.48
OI0000687,ORD000687,PRD00010,2,359.88
OI0000688,ORD000688,PRD00017,3,212.61
OI0000689,ORD000689,PRD00024,2,157.24
OI0000690,ORD000690,PRD00031,4,143.4
OI0000691,ORD000691,PRD00038,3,374.73
OI0000692,ORD000692,PRD00045,4,486.2
OI0000693,ORD000693,PRD00052,1,9.6
OI0000694,ORD000694,PRD00059,2,476.94
OI0000695,ORD000695,PRD00066,2,60.2
OI0000696,ORD000696,PRD00073,4,477.12
OI0000697,ORD000697,PRD00080,2,54.66
OI0000698,ORD000698,PRD00087,1,247.24
OI0000699,ORD000699,PRD00094,5,308.65
OI0000700,ORD000700,PRD00101,4,43.88
OI0000701,ORD000701,PRD00108,5,682.9
OI0000702,ORD000702,PRD00115,4,955.6
OI0000703,ORD000703,PRD00002,2,421.9
OI0000704,ORD000704,PRD00009,1,10.97
OI0000705,ORD000705,PRD00016,2,119.32
OI0000706,ORD000706,PRD00023,4,475.64
OI0000707,ORD000707,PRD00030,3,560.13
OI0000708,ORD000708,PRD00037,3,407.43
OI0000709,ORD000709,PRD00044,3,412.05
OI0000710,ORD000710,PRD00051,4,24.44
OI0000711,ORD000711,PRD00058,5,1179.3
OI0000712,ORD000712,PRD00065,3,135.36
OI0000713,ORD000713,PRD00072,2,446.7
OI0000714,ORD000714,PRD00079,5,1181.15
OI0000715,ORD000715,PRD00086,3,671.16
OI0000716,ORD000716,PRD00093,4,339.36
OI0000717,ORD000717,PRD00100,5,76.1
OI0000718,ORD000718,PRD00107,1,78.05
OI0000719,ORD000719,PRD00114,5,536.6
OI0000720,ORD000720,PRD00001,2,372.7
OI0000721,ORD000721,PRD00008,5,479.8
OI0000722,ORD000722,PRD00015,4,417.04
OI0000723,ORD000723,PRD00022,2,42.72
OI0000724,ORD000724,PRD00029,5,935.8
OI0000725,ORD000725,PRD00036,4,261.76
OI0000726,ORD000726,PRD00043,1,99.41
OI0000727,ORD000727,PRD00050,3,199.5
OI0000728,ORD000728,PRD00057,1,232.33
OI0000729,ORD000729,PRD00064,4,697.52
OI0000730,ORD000730,PRD00071,3,472.92
OI0000731,ORD000731,PRD00078,4,618.0
OI0000732,ORD000732,PRD00085,3,502.68
OI0000733,ORD000733,PRD00092,1,130.66
OI0000734,ORD000734,PRD00099,3,198.12
OI0000735,ORD000735,PRD00106,4,232.68
OI0000736,ORD000736,PRD00113,4,278.52
OI0000737,ORD000737,PRD00120,1,10.41
OI0000738,ORD000738,PRD00007,4,356.88
OI0000739,ORD000739,PRD00014,3,646.56
OI0000740,ORD000740,PRD00021,4,991.36
OI0000741,ORD000741,PRD00028,3,443.01
OI0000742,ORD000742,PRD00035,3,705.09
OI0000743,ORD000743,PRD00042,2,56.92
OI0000744,ORD000744,PRD00049,1,166.14
OI0000745,ORD000745,PRD00056,1,52.66
OI0000746,ORD000746,PRD00063,2,447.58
OI0000747,ORD000747,PRD00070,5,382.75
OI0000748,ORD000748,PRD00077,4,45.92
OI0000749,ORD000749,PRD00084,2,137.38
OI0000750,ORD000750,PRD00091,2,88.28
OI0000751,ORD000751,PRD00098,4,903.76
OI0000752,ORD000752,PRD00105,3,189.81
OI0000753,ORD000753,PRD00112,3,379.11
OI0000754,ORD000754,PRD00119,3,176.52
OI0000755,ORD000755,PRD00006,5,676.7
OI0000756,ORD000756,PRD00013,4,303.16
OI0000757,ORD000757,PRD00020,1,247.15
OI0000758,ORD000758,PRD00027,3,578.79
OI0000759,ORD000759,PRD00034,3,470.82
OI0000760,ORD000760,PRD00041,3,517.29
OI0000761,ORD000761,PRD00048,3,703.83
OI0000762,ORD000762,PRD00055,1,199.34
OI0000763,ORD000763,PRD00062,4,917.92
OI0000764,ORD000764,PRD00069,4,316.12
OI0000765,ORD000765,PRD00076,1,91.57
OI0000766,ORD000766,PRD00083,5,606.1
OI0000767,ORD000767,PRD00090,5,1057.9
OI0000768,ORD000768,PRD00097,2,414.0
OI0000769,ORD000769,PRD00104,3,499.62
OI0000770,ORD000770,PRD00111,3,373.65
OI0000771,ORD000771,PRD00118,4,861.04
OI0000772,ORD000772,PRD00005,4,635.76
OI0000773,ORD000773,PRD00012,4,256.84
OI0000774,ORD000774,PRD00019,3,47.04
OI0000775,ORD000775,PRD00026,4,382.12
OI0000776,ORD000776,PRD00033,5,651.1
OI0000777,ORD000777,PRD00040,1,15.77
OI0000778,ORD000778,PRD00047,5,478.55
OI0000779,ORD000779,PRD00054,5,540.75
OI0000780,ORD000780,PRD00061,5,68.9
OI0000781,ORD000781,PRD00068,1,121.14
OI0000782,ORD000782,PRD00075,2,470.74
OI0000783,ORD000783,PRD00082,5,778.1
OI0000784,ORD000784,PRD00089,5,581.3
OI0000785,ORD000785,PRD00096,4,516.92
OI0000786,ORD000786,PRD00103,4,338.2
OI0000787,ORD000787,PRD00110,3,128.94
OI0000788,ORD000788,PRD00117,1,208.43
OI0000789,ORD000789,PRD00004,1,211.93
OI0000790,ORD000790,PRD00011,1,228.97
OI0000791,ORD000791,PRD00018,5,64.9
OI0000792,ORD000792,PRD00025,1,244.28
OI0000793,ORD000793,PRD00032,5,1071.85
OI0000794,ORD000794,PRD00039,3,684.33
OI0000795,ORD000795,PRD00046,2,290.46
OI0000796,ORD000796,PRD00053,2,182.48
OI0000797,ORD000797,PRD00060,3,596.67
OI0000798,ORD000798,PRD00067,5,209.7
OI0000799,ORD000799,PRD00074,2,481.92
OI0000800,ORD000800,PRD00081,4,343.88
OI0000801,ORD000001,PRD00088,3,321.63
OI0000802,ORD000002,PRD00095,1,235.27
OI0000803,ORD000003,PRD00102,5,669.85
OI0000804,ORD000004,PRD00109,1,32.34
OI0000805,ORD000005,PRD00116,5,222.65
OI0000806,ORD000006,PRD00003,2,90.48
OI0000807,ORD000007,PRD00010,3,539.82
OI0000808,ORD000008,PRD00017,5,354.35
OI0000809,ORD000009,PRD00024,1,78.62
OI0000810,ORD000010,PRD00031,1,35.85
OI0000811,ORD000011,PRD00038,4,499.64
OI0000812,ORD000012,PRD00045,1,121.55
OI0000813,ORD000013,PRD00052,3,28.8
OI0000814,ORD000014,PRD00059,3,715.41
OI0000815,ORD000015,PRD00066,5,150.5
OI0000816,ORD000016,PRD00073,4,477.12
OI0000817,ORD000017,PRD00080,3,81.99
OI0000818,ORD000018,PRD00087,4,988.96
OI0000819,ORD000019,PRD00094,2,123.46
OI0000820,ORD000020,PRD00101,4,43.88
OI0000821,ORD000021,PRD00108,3,409.74
OI0000822,ORD000022,PRD00115,2,477.8
OI0000823,ORD000023,PRD00002,4,843.8
OI0000824,ORD000024,PRD00009,5,54.85
OI0000825,ORD000025,PRD00016,3,178.98
OI0000826,ORD000026,PRD00023,5,594.55
OI0000827,ORD000027,PRD00030,3,560.13
OI0000828,ORD000028,PRD00037,3,407.43
OI0000829,ORD000029,PRD00044,4,549.4
OI0000830,ORD000030,PRD00051,4,24.44
OI0000831,ORD000031,PRD00058,3,707.58
OI0000832,ORD000032,PRD00065,5,225.6
OI0000833,ORD000033,PRD00072,1,223.35
OI0000834,ORD000034,PRD00079,1,236.23
OI0000835,ORD000035,PRD00086,2,447.44
OI0000836,ORD000036,PRD00093,2,169.68
OI0000837,ORD000037,PRD00100,5,76.1
OI0000838,ORD000038,PRD00107,1,78.05
OI0000839,ORD000039,PRD00114,4,429.28
OI0000840,ORD000040,PRD00001,2,372.7
OI0000841,ORD000041,PRD00008,2,191.92
OI0000842,ORD000042,PRD00015,5,521.3
OI0000843,ORD000043,PRD00022,5,106.8
OI0000844,ORD000044,PRD00029,1,187.16
OI0000845,ORD000045,PRD00036,4,261.76
OI0000846,ORD000046,PRD00043,5,497.05
OI0000847,ORD000047,PRD00050,2,133.0
OI0000848,ORD000048,PRD00057,2,464.66
OI0000849,ORD000049,PRD00064,1,174.38
OI0000850,ORD000050,PRD00071,5,788.2
OI0000851,ORD000051,PRD00078,4,618.0
OI0000852,ORD000052,PRD00085,2,335.12
OI0000853,ORD000053,PRD00092,5,653.3
OI0000854,ORD000054,PRD00099,5,330.2
OI0000855,ORD000055,PRD00106,4,232.68
OI0000856,ORD000056,PRD00113,4,278.52
OI0000857,ORD000057,PRD00120,4,41.64
OI0000858,ORD000058,PRD00007,1,89.22
OI0000859,ORD000059,PRD00014,5,1077.6
OI0000860,ORD000060,PRD00021,5,1239.2
OI0000861,ORD000061,PRD00028,2,295.34
OI0000862,ORD000062,PRD00035,2,470.06
OI0000863,ORD000063,PRD00042,4,113.84
OI0000864,ORD000064,PRD00049,3,498.42
OI0000865,ORD000065,PRD00056,4,210.64
OI0000866,ORD000066,PRD00063,3,671.37
OI0000867,ORD000067,PRD00070,1,76.55
OI0000868,ORD000068,PRD00077,1,11.48
OI0000869,ORD000069,PRD00084,1,68.69
OI0000870,ORD000070,PRD00091,4,176.56
OI0000871,ORD000071,PRD00098,4,903.76
OI0000872,ORD000072,PRD00105,5,316.35
OI0000873,ORD000073,PRD00112,2,252.74
OI0000874,ORD000074,PRD00119,1,58.84
OI0000875,ORD000075,PRD00006,5,676.7
OI0000876,ORD000076,PRD00013,4,303.16
OI0000877,ORD000077,PRD00020,5,1235.75
OI0000878,ORD000078,PRD00027,4,771.72
OI0000879,ORD000079,PRD00034,1,156.94
OI0000880,ORD000080,PRD00041,1,172.43
OI0000881,ORD000081,PRD00048,4,938.44
OI0000882,ORD000082,PRD00055,3,598.02
OI0000883,ORD000083,PRD00062,2,458.96
OI0000884,ORD000084,PRD00069,4,316.12
OI0000885,ORD000085,PRD00076,5,457.85
OI0000886,ORD000086,PRD00083,1,121.22
OI0000887,ORD000087,PRD00090,3,634.74
OI0000888,ORD000088,PRD00097,3,621.0
OI0000889,ORD000089,PRD00104,1,166.54
OI0000890,ORD000090,PRD00111,2,249.1
OI0000891,ORD000091,PRD00118,5,1076.3
OI0000892,ORD000092,PRD00005,2,317.88
OI0000893,ORD000093,PRD00012,2,128.42
OI0000894,ORD000094,PRD00019,5,78.4
OI0000895,ORD000095,PRD00026,2,191.06
OI0000896,ORD000096,PRD00033,4,520.88
OI0000897,ORD000097,PRD00040,5,78.85
OI0000898,ORD000098,PRD00047,4,382.84
OI0000899,ORD000099,PRD00054,4,432.6
OI0000900,ORD000100,PRD00061,3,41.34
OI0000901,ORD000101,PRD00068,5,605.7
OI0000902,ORD000102,PRD00075,2,470.74
OI0000903,ORD000103,PRD00082,2,311.24
OI0000904,ORD000104,PRD00089,3,348.78
OI0000905,ORD000105,PRD00096,3,387.69
OI0000906,ORD000106,PRD00103,2,169.1
OI0000907,ORD000107,PRD00110,4,171.92
OI0000908,ORD000108,PRD00117,3,625.29
OI0000909,ORD000109,PRD00004,1,211.93
OI0000910,ORD000110,PRD00011,1,228.97
OI0000911,ORD000111,PRD00018,3,38.94
OI0000912,ORD000112,PRD00025,4,977.12
OI0000913,ORD000113,PRD00032,1,214.37
OI0000914,ORD000114,PRD00039,4,912.44
OI0000915,ORD000115,PRD00046,2,290.46
OI0000916,ORD000116,PRD00053,4,364.96
OI0000917,ORD000117,PRD00060,5,994.45
OI0000918,ORD000118,PRD00067,4,167.76
OI0000919,ORD000119,PRD00074,2,481.92
OI0000920,ORD000120,PRD00081,5,429.85
OI0000921,ORD000121,PRD00088,4,428.84
OI0000922,ORD000122,PRD00095,4,941.08
OI0000923,ORD000123,PRD00102,3,401.91
OI0000924,ORD000124,PRD00109,2,64.68
OI0000925,ORD000125,PRD00116,3,133.59
OI0000926,ORD000126,PRD00003,1,45.24
OI0000927,ORD000127,PRD00010,5,899.7
OI0000928,ORD000128,PRD00017,1,70.87
OI0000929,ORD000129,PRD00024,3,235.86
OI0000930,ORD000130,PRD00031,2,71.7
OI0000931,ORD000131,PRD00038,2,249.82
OI0000932,ORD000132,PRD00045,3,364.65
OI0000933,ORD000133,PRD00052,5,48.0
OI0000934,ORD000134,PRD00059,4,953.88
OI0000935,ORD000135,PRD00066,4,120.4
OI0000936,ORD000136,PRD00073,4,477.12
OI0000937,ORD000137,PRD00080,2,54.66
OI0000938,ORD000138,PRD00087,4,988.96
OI0000939,ORD000139,PRD00094,5,308.65
OI0000940,ORD000140,PRD00101,4,43.88
OI0000941,ORD000141,PRD00108,1,136.58
OI0000942,ORD000142,PRD00115,2,477.8
OI0000943,ORD000143,PRD00002,1,210.95
OI0000944,ORD000144,PRD00009,1,10.97
OI0000945,ORD000145,PRD00016,4,238.64
OI0000946,ORD000146,PRD00023,4,475.64
OI0000947,ORD000147,PRD00030,1,186.71
OI0000948,ORD000148,PRD00037,2,271.62
OI0000949,ORD000149,PRD00044,3,412.05
OI0000950,ORD000150,PRD00051,2,12.22
OI0000951,ORD000151,PRD00058,2,471.72
OI0000952,ORD000152,PRD00065,5,225.6
OI0000953,ORD000153,PRD00072,3,670.05
OI0000954,ORD000154,PRD00079,4,944.92
OI0000955,ORD000155,PRD00086,1,223.72
OI0000956,ORD000156,PRD00093,5,424.2
OI0000957,ORD000157,PRD00100,3,45.66
OI0000958,ORD000158,PRD00107,2,156.1
OI0000959,ORD000159,PRD00114,3,321.96
OI0000960,ORD000160,PRD00001,3,559.05
OI0000961,ORD000161,PRD00008,4,383.84
OI0000962,ORD000162,PRD00015,5,521.3
OI0000963,ORD000163,PRD00022,5,106.8
OI0000964,ORD000164,PRD00029,1,187.16
OI0000965,ORD000165,PRD00036,3,196.32
OI0000966,ORD000166,PRD00043,5,497.05
OI0000967,ORD000167,PRD00050,3,199.5
OI0000968,ORD000168,PRD00057,3,696.99
OI0000969,ORD000169,PRD00064,4,697.52
OI0000970,ORD000170,PRD00071,1,157.64
OI0000971,ORD000171,PRD00078,1,154.5
OI0000972,ORD000172,PRD00085,2,335.12
OI0000973,ORD000173,PRD00092,3,391.98
OI0000974,ORD000174,PRD00099,1,66.04
OI0000975,ORD000175,PRD00106,4,232.68
OI0000976,ORD000176,PRD00113,1,69.63
OI0000977,ORD000177,PRD00120,1,10.41
OI0000978,ORD000178,PRD00007,3,267.66
OI0000979,ORD000179,PRD00014,3,646.56
OI0000980,ORD000180,PRD00021,3,743.52
OI0000981,ORD000181,PRD00028,3,443.01
OI0000982,ORD000182,PRD00035,2,470.06
OI0000983,ORD000183,PRD00042,2,56.92
OI0000984,ORD000184,PRD00049,1,166.14
OI0000985,ORD000185,PRD00056,2,105.32
OI0000986,ORD000186,PRD00063,5,1118.95
OI0000987,ORD000187,PRD00070,2,153.1
OI0000988,ORD000188,PRD00077,2,22.96
OI0000989,ORD000189,PRD00084,4,274.76
OI0000990,ORD000190,PRD00091,3,132.42
OI0000991,ORD000191,PRD00098,5,1129.7
OI0000992,ORD000192,PRD00105,3,189.81
OI0000993,ORD000193,PRD00112,2,252.74
OI0000994,ORD000194,PRD00119,5,294.2
OI0000995,ORD000195,PRD00006,4,541.36
OI0000996,ORD000196,PRD00013,4,303.16
OI0000997,ORD000197,PRD00020,5,1235.75
OI0000998,ORD000198,PRD00027,2,385.86
OI0000999,ORD000199,PRD00034,1,156.94
OI0001000,ORD000200,PRD00041,4,689.72
OI0001001,ORD000201,PRD00048,4,938.44
OI0001002,ORD000202,PRD00055,5,996.7
OI0001003,ORD000203,PRD00062,3,688.44
OI0001004,ORD000204,PRD00069,1,79.03
OI0001005,ORD000205,PRD00076,2,183.14
OI0001006,ORD000206,PRD00083,5,606.1
OI0001007,ORD000207,PRD00090,5,1057.9
OI0001008,ORD000208,PRD00097,1,207.0
OI0001009,ORD000209,PRD00104,1,166.54
OI0001010,ORD000210,PRD00111,5,622.75
OI0001011,ORD000211,PRD00118,2,430.52
OI0001012,ORD000212,PRD00005,5,794.7
OI0001013,ORD000213,PRD00012,3,192.63
OI0001014,ORD000214,PRD00019,4,62.72
OI0001015,ORD000215,PRD00026,2,191.06
OI0001016,ORD000216,PRD00033,2,260.44
OI0001017,ORD000217,PRD00040,5,78.85
OI0001018,ORD000218,PRD00047,5,478.55
OI0001019,ORD000219,PRD00054,2,216.3
OI0001020,ORD000220,PRD00061,5,68.9
OI0001021,ORD000221,PRD00068,2,242.28
OI0001022,ORD000222,PRD00075,4,941.48
OI0001023,ORD000223,PRD00082,1,155.62
OI0001024,ORD000224,PRD00089,4,465.04
OI0001025,ORD000225,PRD00096,4,516.92
OI0001026,ORD000226,PRD00103,3,253.65
OI0001027,ORD000227,PRD00110,3,128.94
OI0001028,ORD000228,PRD00117,3,625.29
OI0001029,ORD000229,PRD00004,3,635.79
OI0001030,ORD000230,PRD00011,1,228.97
OI0001031,ORD000231,PRD00018,3,38.94
OI0001032,ORD000232,PRD00025,2,488.56
OI0001033,ORD000233,PRD00032,2,428.74
OI0001034,ORD000234,PRD00039,3,684.33
OI0001035,ORD000235,PRD00046,2,290.46
OI0001036,ORD000236,PRD00053,5,456.2
OI0001037,ORD000237,PRD00060,1,198.89
OI0001038,ORD000238,PRD00067,3,125.82
OI0001039,ORD000239,PRD00074,1,240.96
OI0001040,ORD000240,PRD00081,1,85.97
OI0001041,ORD000241,PRD00088,3,321.63
OI0001042,ORD000242,PRD00095,3,705.81
OI0001043,ORD000243,PRD00102,3,401.91
OI0001044,ORD000244,PRD00109,3,97.02
OI0001045,ORD000245,PRD00116,3,133.59
OI0001046,ORD000246,PRD00003,3,135.72
OI0001047,ORD000247,PRD00010,3,539.82
OI0001048,ORD000248,PRD00017,1,70.87
OI0001049,ORD000249,PRD00024,1,78.62
OI0001050,ORD000250,PRD00031,2,71.7
OI0001051,ORD000251,PRD00038,3,374.73
OI0001052,ORD000252,PRD00045,2,243.1
OI0001053,ORD000253,PRD00052,2,19.2
OI0001054,ORD000254,PRD00059,5,1192.35
OI0001055,ORD000255,PRD00066,1,30.1
OI0001056,ORD000256,PRD00073,2,238.56
OI0001057,ORD000257,PRD00080,3,81.99
OI0001058,ORD000258,PRD00087,1,247.24
OI0001059,ORD000259,PRD00094,2,123.46
OI0001060,ORD000260,PRD00101,2,21.94
OI0001061,ORD000261,PRD00108,4,546.32
OI0001062,ORD000262,PRD00115,4,955.6
OI0001063,ORD000263,PRD00002,2,421.9
OI0001064,ORD000264,PRD00009,5,54.85
OI0001065,ORD000265,PRD00016,3,178.98
OI0001066,ORD000266,PRD00023,3,356.73
OI0001067,ORD000267,PRD00030,1,186.71
OI0001068,ORD000268,PRD00037,3,407.43
OI0001069,ORD000269,PRD00044,1,137.35
OI0001070,ORD000270,PRD00051,4,24.44
OI0001071,ORD000271,PRD00058,4,943.44
OI0001072,ORD000272,PRD00065,3,135.36
OI0001073,ORD000273,PRD00072,2,446.7
OI0001074,ORD000274,PRD00079,3,708.69
OI0001075,ORD000275,PRD00086,3,671.16
OI0001076,ORD000276,PRD00093,4,339.36
OI0001077,ORD000277,PRD00100,4,60.88
OI0001078,ORD000278,PRD00107,2,156.1
OI0001079,ORD000279,PRD00114,2,214.64
OI0001080,ORD000280,PRD00001,2,372.7
OI0001081,ORD000281,PRD00008,2,191.92
OI0001082,ORD000282,PRD00015,2,208.52
OI0001083,ORD000283,PRD00022,1,21.36
OI0001084,ORD000284,PRD00029,2,374.32
OI0001085,ORD000285,PRD00036,1,65.44
OI0001086,ORD000286,PRD00043,4,397.64
OI0001087,ORD000287,PRD00050,4,266.0
OI0001088,ORD000288,PRD00057,3,696.99
OI0001089,ORD000289,PRD00064,4,697.52
OI0001090,ORD000290,PRD00071,1,157.64
OI0001091,ORD000291,PRD00078,2,309.0
OI0001092,ORD000292,PRD00085,1,167.56
OI0001093,ORD000293,PRD00092,4,522.64
OI0001094,ORD000294,PRD00099,2,132.08
OI0001095,ORD000295,PRD00106,3,174.51
OI0001096,ORD000296,PRD00113,3,208.89
OI0001097,ORD000297,PRD00120,2,20.82
OI0001098,ORD000298,PRD00007,3,267.66
OI0001099,ORD000299,PRD00014,1,215.52
OI0001100,ORD000300,PRD00021,2,495.68
OI0001101,ORD000301,PRD00028,2,295.34
OI0001102,ORD000302,PRD00035,1,235.03
OI0001103,ORD000303,PRD00042,3,85.38
OI0001104,ORD000304,PRD00049,1,166.14
OI0001105,ORD000305,PRD00056,3,157.98
OI0001106,ORD000306,PRD00063,3,671.37
OI0001107,ORD000307,PRD00070,2,153.1
OI0001108,ORD000308,PRD00077,2,22.96
OI0001109,ORD000309,PRD00084,3,206.07
OI0001110,ORD000310,PRD00091,3,132.42
OI0001111,ORD000311,PRD00098,2,451.88
OI0001112,ORD000312,PRD00105,2,126.54
OI0001113,ORD000313,PRD00112,4,505.48
OI0001114,ORD000314,PRD00119,5,294.2
OI0001115,ORD000315,PRD00006,1,135.34
OI0001116,ORD000316,PRD00013,5,378.95
OI0001117,ORD000317,PRD00020,2,494.3
OI0001118,ORD000318,PRD00027,5,964.65
OI0001119,ORD000319,PRD00034,3,470.82
OI0001120,ORD000320,PRD00041,3,517.29
OI0001121,ORD000321,PRD00048,3,703.83
OI0001122,ORD000322,PRD00055,3,598.02
OI0001123,ORD000323,PRD00062,3,688.44
OI0001124,ORD000324,PRD00069,4,316.12
OI0001125,ORD000325,PRD00076,4,366.28
OI0001126,ORD000326,PRD00083,4,484.88
OI0001127,ORD000327,PRD00090,5,1057.9
OI0001128,ORD000328,PRD00097,2,414.0
OI0001129,ORD000329,PRD00104,5,832.7
OI0001130,ORD000330,PRD00111,1,124.55
OI0001131,ORD000331,PRD00118,1,215.26
OI0001132,ORD000332,PRD00005,1,158.94
OI0001133,ORD000333,PRD00012,2,128.42
OI0001134,ORD000334,PRD00019,5,78.4
OI0001135,ORD000335,PRD00026,2,191.06
OI0001136,ORD000336,PRD00033,3,390.66
OI0001137,ORD000337,PRD00040,3,47.31
OI0001138,ORD000338,PRD00047,3,287.13
OI0001139,ORD000339,PRD00054,1,108.15
OI0001140,ORD000340,PRD00061,1,13.78
OI0001141,ORD000341,PRD00068,4,484.56
OI0001142,ORD000342,PRD00075,1,235.37
OI0001143,ORD000343,PRD00082,2,311.24
OI0001144,ORD000344,PRD00089,2,232.52
OI0001145,ORD000345,PRD00096,3,387.69
OI0001146,ORD000346,PRD00103,1,84.55
OI0001147,ORD000347,PRD00110,3,128.94
OI0001148,ORD000348,PRD00117,5,1042.15
OI0001149,ORD000349,PRD00004,5,1059.65
OI0001150,ORD000350,PRD00011,5,1144.85
OI0001151,ORD000351,PRD00018,1,12.98
OI0001152,ORD000352,PRD00025,4,977.12
OI0001153,ORD000353,PRD00032,5,1071.85
OI0001154,ORD000354,PRD00039,2,456.22
OI0001155,ORD000355,PRD00046,1,145.23
OI0001156,ORD000356,PRD00053,5,456.2
OI0001157,ORD000357,PRD00060,4,795.56
OI0001158,ORD000358,PRD00067,2,83.88
OI0001159,ORD000359,PRD00074,2,481.92
OI0001160,ORD000360,PRD00081,4,343.88
OI0001161,ORD000361,PRD00088,3,321.63
