order_id,customer_id,order_date,status
ORD000625,CUST00025,2024-11-10,completed
ORD000626,CUST00026,2024-05-13,pending
ORD000627,CUST00027,2024-01-16,cancelled
ORD000628,CUST00028,2024-07-31,cancelled
ORD000629,CUST00029,2024-11-17,completed
ORD000630,CUST00030,2024-09-21,completed
ORD000631,CUST00031,2024-12-16,completed
ORD000632,CUST00032,2024-05-18,pending
ORD000633,CUST00033,2024-02-18,pending
ORD000634,CUST00034,2024-05-12,completed
ORD000635,CUST00035,2024-04-08,completed
ORD000636,CUST00036,2024-05-28,completed
ORD000637,CUST00037,2024-12-21,completed
ORD000638,CUST00038,2024-03-09,completed
ORD000639,CUST00039,2024-12-05,cancelled
ORD000640,CUST00040,2024-02-10,completed
ORD000641,CUST00041,2024-09-20,completed
ORD000642,CUST00042,2024-01-10,completed
ORD000643,CUST00043,2024-09-04,completed
ORD000644,CUST00044,2024-03-27,completed
ORD000645,CUST00045,2024-02-15,completed
ORD000646,CUST00046,2024-11-13,pending
ORD000647,CUST00047,2024-09-21,pending
ORD000648,CUST00048,2024-06-27,completed
ORD000649,CUST00049,2024-09-09,completed
ORD000650,CUST00050,2024-12-15,completed
ORD000651,CUST00051,2024-08-09,completed
ORD000652,CUST00052,2024-07-29,cancelled
ORD000653,CUST00053,2024-08-26,completed
ORD000654,CUST00054,2024-10-26,cancelled
ORD000655,CUST00055,2024-03-10,completed
ORD000656,CUST00056,2024-12-02,completed
ORD000657,CUST00057,2024-04-27,completed
ORD000658,CUST00058,2024-08-07,completed
ORD000659,CUST00059,2024-09-13,completed
ORD000660,CUST00060,2024-11-05,completed
ORD000661,CUST00061,2024-12-04,completed
ORD000662,CUST00062,2024-11-01,completed
ORD000663,CUST00063,2024-08-21,completed
ORD000664,CUST00064,2024-10-29,completed
ORD000665,CUST00065,2024-05-17,completed
ORD000666,CUST00066,2024-01-10,cancelled
ORD000667,CUST00067,2024-05-09,completed
ORD000668,CUST00068,2024-03-08,completed
ORD000669,CUST00069,2024-01-23,completed
ORD000670,CUST00070,2024-07-01,completed
ORD000671,CUST00071,2024-12-29,cancelled
ORD000672,CUST00072,2024-02-17,pending
ORD000673,CUST00073,2024-11-16,cancelled
ORD000674,CUST00074,2024-02-17,cancelled
ORD000675,CUST00075,2024-01-11,completed
ORD000676,CUST00076,2024-03-12,completed
ORD000677,CUST00077,2024-11-06,cancelled
ORD000678,CUST00078,2024-02-18,completed
ORD000679,CUST00079,2024-05-19,cancelled
ORD000680,CUST00080,2024-01-18,cancelled
ORD000681,CUST00081,2024-07-06,cancelled
ORD000682,CUST00082,2024-03-09,cancelled
ORD000683,CUST00083,2024-01-17,pending
ORD000684,CUST00084,2024-04-04,completed
ORD000685,CUST00085,2024-11-21,completed
ORD000686,CUST00086,2024-02-10,cancelled
ORD000687,CUST00087,2024-08-20,completed
ORD000688,CUST00088,2024-09-11,completed
ORD000689,CUST00089,2024-07-29,pending
ORD000690,CUST00090,2024-04-22,completed
ORD000691,CUST00091,2024-08-08,completed
ORD000692,CUST00092,2024-10-28,completed
ORD000693,CUST00093,2024-06-03,completed
ORD000694,CUST00094,2024-02-27,completed
ORD000695,CUST00095,2024-01-29,pending
ORD000696,CUST00096,2024-08-05,completed
ORD000697,CUST00097,2024-02-20,completed
ORD000698,CUST00098,2024-07-07,completed
ORD000699,CUST00099,2024-07-05,cancelled
ORD000700,CUST00100,2024-06-30,completed
ORD000701,CUST00101,2024-07-30,completed
ORD000702,CUST00102,2024-11-17,pending
ORD000703,CUST00103,2024-01-13,cancelled
ORD000704,CUST00104,2024-07-19,completed
ORD000705,CUST00105,2024-12-19,completed
ORD000706,CUST00106,2024-05-10,completed
ORD000707,CUST00107,2024-08-26,completed
ORD000708,CUST00108,2024-11-20,completed
ORD000709,CUST00109,2024-06-26,pending
ORD000710,CUST00110,2024-07-15,completed
ORD000711,CUST00111,2024-11-24,completed
ORD000712,CUST00112,2024-01-03,completed
ORD000713,CUST00113,2024-02-03,completed
ORD000714,CUST00114,2024-03-15,pending
ORD000715,CUST00115,2024-04-04,pending
ORD000716,CUST00116,2024-09-24,completed
ORD000717,CUST00117,2024-09-17,pending
ORD000718,CUST00118,2024-05-14,completed
ORD000719,CUST00119,2024-04-27,pending
ORD000720,CUST00120,2024-06-28,completed
ORD000721,CUST00121,2024-12-28,completed
ORD000722,CUST00122,2024-06-15,completed
ORD000723,CUST00123,2024-05-03,completed
ORD000724,CUST00124,2024-12-09,cancelled
ORD000725,CUST00125,2024-10-22,completed
ORD000726,CUST00126,2024-08-09,pending
ORD000727,CUST00127,2024-10-24,cancelled
ORD000728,CUST00128,2024-08-22,completed
ORD000729,CUST00129,2024-08-30,cancelled
ORD000730,CUST00130,2024-12-28,completed
ORD000731,CUST00131,2024-04-05,cancelled
ORD000732,CUST00132,2024-05-03,cancelled
ORD000733,CUST00133,2024-08-24,completed
ORD000734,CUST00134,2024-02-25,cancelled
ORD000735,CUST00135,2024-09-29,completed
ORD000736,CUST00136,2024-03-14,completed
ORD000737,CUST00137,2024-12-08,completed
ORD000738,CUST00138,2024-10-17,completed
ORD000739,CUST00139,2024-09-30,completed
ORD000740,CUST00140,2024-12-04,completed
ORD000741,CUST00141,2024-01-19,completed
ORD000742,CUST00142,2024-07-22,cancelled
ORD000743,CUST00143,2024-03-10,pending
ORD000744,CUST00144,2024-12-13,cancelled
ORD000745,CUST00145,2024-06-05,pending
ORD000746,CUST00146,2024-10-30,cancelled
ORD000747,CUST00147,2024-04-26,completed
ORD000748,CUST00148,2024-05-30,pending
ORD000749,CUST00149,2024-09-18,pending
ORD000750,CUST00150,2024-07-07,completed
ORD000751,CUST00151,2024-09-06,completed
ORD000752,CUST00152,2024-04-04,completed
ORD000753,CUST00153,2024-02-09,completed
ORD000754,CUST00154,2024-09-10,completed
ORD000755,CUST00155,2024-01-07,completed
ORD000756,CUST00156,2024-09-23,completed
ORD000757,CUST00157,2024-05-21,completed
ORD000758,CUST00158,2024-11-29,pending
ORD000759,CUST00159,2024-11-27,completed
ORD000760,CUST00160,2024-11-03,pending
ORD000761,CUST00161,2024-07-19,completed
ORD000762,CUST00162,2024-07-14,pending
ORD000763,CUST00163,2024-02-28,completed
ORD000764,CUST00164,2024-11-14,completed
ORD000765,CUST00165,2024-08-24,cancelled
ORD000766,CUST00166,2024-09-30,pending
ORD000767,CUST00167,2024-11-05,completed
ORD000768,CUST00168,2024-06-06,cancelled
ORD000769,CUST00169,2024-07-19,completed
ORD000770,CUST00170,2024-10-01,completed
ORD000771,CUST00171,2024-06-13,completed
ORD000772,CUST00172,2024-02-14,completed
ORD000773,CUST00173,2024-03-14,completed
ORD000774,CUST00174,2024-12-20,pending
ORD000775,CUST00175,2024-04-01,completed
ORD000776,CUST00176,2024-02-09,pending
ORD000777,CUST00177,2024-02-28,cancelled
ORD000778,CUST00178,2024-09-10,cancelled
ORD000779,CUST00179,2024-11-19,completed
ORD000780,CUST00180,2024-12-25,completed
ORD000781,CUST00181,2024-04-15,pending
ORD000782,CUST00182,2024-11-20,completed
ORD000783,CUST00183,2024-01-15,completed
ORD000784,CUST00184,2024-03-04,cancelled
ORD000785,CUST00185,2024-04-27,pending
ORD000786,CUST00186,2024-06-09,completed
ORD000787,CUST00187,2024-10-08,cancelled
ORD000788,CUST00188,2024-07-06,completed
ORD000789,CUST00189,2024-10-21,cancelled
ORD000790,CUST00190,2024-02-20,completed
ORD000791,CUST00191,2024-12-20,completed
ORD000792,CUST00192,2024-05-27,completed
ORD000793,CUST00193,2024-02-14,completed
ORD000794,CUST00194,2024-07-14,completed
ORD000795,CUST00195,2024-09-28,cancelled
ORD000796,CUST00196,2024-09-16,completed
ORD000797,CUST00197,2024-05-01,pending
ORD000798,CUST00198,2024-05-27,cancelled
ORD000799,CUST00199,2024-03-17,completed
ORD000800,CUST00200,2024-08-13,pending
